timestamp,token_id,position,trades,pnl_virtual,drawdown,total_trades,total_profit,total_loss,unrealized_equity
2025-12-27T18:33:33.165407,TRUMP_YES,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.165445,TRUMP_NO,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.165470,BITCOIN_100K,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.287537,TRUMP_YES,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.287683,TRUMP_NO,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.287699,BITCOIN_100K,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.413871,TRUMP_YES,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.413931,TRUMP_NO,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.413956,BITCOIN_100K,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.535301,TRUMP_YES,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.535358,TRUMP_NO,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.535388,BITCOIN_100K,0.0,0,0.0,0.0,0,0,0,10000.0
2025-12-27T18:33:33.672497,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.672553,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.672607,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.813799,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.813850,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.813871,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.951294,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.951388,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:33.951419,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.094467,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.094512,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.094528,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.235149,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.235206,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.235235,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.381757,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.381815,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.381842,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.523129,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.523190,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.523214,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.679679,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.679734,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.679758,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.818461,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.818558,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.818600,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.940178,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.940232,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:34.940259,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.086599,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.086652,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.086673,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.217344,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.217396,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.217418,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.357462,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.357514,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.357538,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.528285,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.528339,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.528363,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.655782,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.655958,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.655979,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.785920,TRUMP_YES,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.785973,TRUMP_NO,-100.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.785996,BITCOIN_100K,0.0,1,0.0,0.0,1,0,0,10000.0
2025-12-27T18:33:35.924810,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:35.924852,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:35.924872,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.056883,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.057024,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.057048,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.189446,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.189508,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.189532,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.358327,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.358385,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.358409,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.487582,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.487635,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.487660,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.623415,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.623461,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.623477,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.772471,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.772529,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.772552,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.908067,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.908226,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:36.908252,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.059744,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.059802,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.059825,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.255995,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.256036,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.256052,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.406111,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.406236,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.406296,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.537952,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.538007,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.538033,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.689831,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.689873,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.689890,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.823174,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.823234,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.823279,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.977876,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.978027,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:37.978058,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.192173,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.192242,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.192273,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.336882,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.336942,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.336969,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.489006,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.489070,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.489101,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.633457,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.633502,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.633519,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.778089,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.778254,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.778284,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.908952,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.909018,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:38.909050,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.063177,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.063225,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.063245,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.224253,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.224320,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.224349,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.382937,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.383015,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.383045,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.527682,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.527742,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.527768,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.681855,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.681917,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.681948,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.835733,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.835804,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.835833,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.988754,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.988812,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:39.988840,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.178221,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.178309,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.178331,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.336156,TRUMP_YES,100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.336218,TRUMP_NO,-100.0,2,0.0,0.0,2,0,0,10000.0
2025-12-27T18:33:40.336246,BITCOIN_100K,0.0,2,0.0,0.0,2,0,0,10000.0
